1 10 0.6935589909553528 0.0663786455988884 0.8293278217315674 0.2973500192165375 0.3881644308567047 20.460771560668945 0.06787502020597458
1 20 0.6924545168876648 0.06283102929592133 0.6814635396003723 0.2615382969379425 0.37428462505340576 21.97217559814453 0.053029369562864304
1 30 0.6942908763885498 0.0626215860247612 0.4241141080856323 0.2672394812107086 0.419232040643692 19.950544357299805 0.08799301832914352
1 40 0.6928064823150635 0.062187690287828445 0.8229487538337708 0.239994078874588 0.37773948907852173 18.960731506347656 0.07591407001018524
1 50 0.6974979639053345 0.06098298355937004 0.6716427206993103 0.21569354832172394 0.23421020805835724 21.922033309936523 0.05653051659464836
1 60 0.6926360130310059 0.061469972133636475 0.655683159828186 0.24536457657814026 0.2900163531303406 21.288251876831055 0.06084340438246727
1 70 0.6957759261131287 0.06107321381568909 0.4630327522754669 0.24471579492092133 0.3423883318901062 20.459299087524414 0.08518364280462265
1 80 0.6883784532546997 0.062107235193252563 0.5319089293479919 0.2342415153980255 0.3987654745578766 18.662891387939453 0.09021206945180893
1 90 0.6948208808898926 0.06051589921116829 0.6031973958015442 0.20676791667938232 0.2295074760913849 23.149145126342773 0.04632892087101936
1 100 0.6945377588272095 0.059898752719163895 0.41771867871284485 0.23463010787963867 0.3607303202152252 20.625825881958008 0.0758964940905571
2 110 0.6947983503341675 0.059832897037267685 0.47032400965690613 0.2060885727405548 0.3359173834323883 19.06717300415039 0.09070801734924316
2 120 0.6924170255661011 0.062340933829545975 0.44450002908706665 0.23413407802581787 0.2563956081867218 22.268102645874023 0.06110747158527374
2 130 0.6890255212783813 0.06217280030250549 0.3811197876930237 0.2295158952474594 0.2738727927207947 22.051204681396484 0.06510458886623383
2 140 0.6904423236846924 0.05910516902804375 0.7645694613456726 0.20455217361450195 0.22038191556930542 22.871044158935547 0.0402178019285202
2 150 0.6878902912139893 0.06209930405020714 0.6130093336105347 0.223515585064888 0.3442118167877197 21.323463439941406 0.06282216310501099
